,source ID,source name,source type,mapping type,target ID,target name,target type,mapping description
12250,G0082,APT38,group,uses,T1115,Clipboard Data,technique,APT38 used a Trojan called KEYLIME to collect data from the clipboard.
1293,G0082,APT38,group,uses,T1218.001,Compiled HTML File,technique,APT38 has used CHM files to move concealed payloads.
14162,G0082,APT38,group,uses,T1053.003,Cron,technique,APT38 has used cron to create pre-scheduled and periodic background jobs on a Linux system.
7662,G0082,APT38,group,uses,T1485,Data Destruction,technique,APT38 has used a custom secure delete function to make deleted files unrecoverable.
327,G0082,APT38,group,uses,T1486,Data Encrypted for Impact,technique,APT38 has used Hermes ransomware to encrypt files with AES256.
13189,G0082,APT38,group,uses,T1005,Data from Local System,technique,APT38 has collected data from a compromised host.
12425,G0082,APT38,group,uses,T1562.004,Disable or Modify System Firewall,technique,"APT38 have created firewall exemptions on specific ports, including ports 443, 6443, 8443, and 9443."
7938,G0082,APT38,group,uses,T1561.002,Disk Structure Wipe,technique,APT38 has used a custom MBR wiper named BOOTWRECK to render systems inoperable.
1183,G0082,APT38,group,uses,T1189,Drive-by Compromise,technique,APT38 has conducted watering holes schemes to gain initial access to victims.
13809,G0082,APT38,group,uses,T1070.004,File Deletion,technique,"APT38 has used a utility called CLOSESHAVE that can securely delete a file from the system. They have also removed malware, tools, or other non-native files used during the intrusion to reduce their footprint or as part of the post-intrusion cleanup process."
5067,G0082,APT38,group,uses,T1083,File and Directory Discovery,technique,"APT38 have enumerated files and directories, or searched in specific locations within a compromised host."
14697,G0082,APT38,group,uses,T1562.003,Impair Command History Logging,technique,APT38 has prepended a space to all of their terminal commands to operate without leaving traces in the HISTCONTROL environment.
7146,G0082,APT38,group,uses,T1105,Ingress Tool Transfer,technique,"APT38 used a backdoor, NESTEGG, that has the capability to download and upload files to and from a victim’s machine."
14426,G0082,APT38,group,uses,T1056.001,Keylogging,technique,APT38 used a Trojan called KEYLIME to capture keystrokes from the victim’s machine.
7044,G0082,APT38,group,uses,T1204.002,Malicious File,technique,APT38  has attempted to lure victims into enabling malicious macros within email attachments.
939,G0082,APT38,group,uses,T1112,Modify Registry,technique,APT38 uses a tool called CLEANTOAD that has the capability to modify Registry keys.
9043,G0082,APT38,group,uses,T1106,Native API,technique,APT38 has used the Windows API to execute code within a victim's system. 
6349,G0082,APT38,group,uses,T1135,Network Share Discovery,technique,APT38 has enumerated network shares on a compromised host.
8006,G0082,APT38,group,uses,T1059.001,PowerShell,technique,APT38 has used PowerShell to execute commands and other operational tasks.
4886,G0082,APT38,group,uses,T1057,Process Discovery,technique,"APT38 leveraged Sysmon to understand the processes, services in the organization."
3034,G0082,APT38,group,uses,T1218.011,Rundll32,technique,"APT38 has used rundll32.exe to execute binaries, scripts, and Control Panel Item files and to execute code via proxy to avoid triggering security tools."
7238,G0082,APT38,group,uses,T1565.003,Runtime Data Manipulation,technique,APT38 has used DYEPACK.FOX to manipulate PDF data as it is accessed to remove traces of fraudulent SWIFT transactions from the data displayed to the end user.
13822,G0082,APT38,group,uses,T1053.005,Scheduled Task,technique,APT38 has used Task Scheduler to run programs at system startup or on a scheduled basis for persistence.
9669,G0082,APT38,group,uses,T1518.001,Security Software Discovery,technique,"APT38 has identified security software, configurations, defensive tools, and sensors installed on a compromised system."
7853,G0082,APT38,group,uses,T1569.002,Service Execution,technique,"APT38 has created new services or modified existing ones to run executables, commands, or scripts."
3303,G0082,APT38,group,uses,T1027.002,Software Packing,technique,"APT38 has used several code packing methods such as Themida, Enigma, VMProtect, and Obsidium, to pack their implants."
8487,G0082,APT38,group,uses,T1566.001,Spearphishing Attachment,technique,APT38 has conducted spearphishing campaigns using malicious email attachments.
4631,G0082,APT38,group,uses,T1565.001,Stored Data Manipulation,technique,"APT38 has used DYEPACK to create, delete, and alter records in databases used for SWIFT transactions."
5018,G0082,APT38,group,uses,T1082,System Information Discovery,technique,"APT38 has attempted to get detailed information about a compromised host, including the operating system, version, patches, hotfixes, and service packs."
9341,G0082,APT38,group,uses,T1049,System Network Connections Discovery,technique,"APT38 installed a port monitoring tool, MAPMAKER, to print the active TCP connections on the local system."
4200,G0082,APT38,group,uses,T1033,System Owner/User Discovery,technique,"APT38 has identified primary users, currently logged in users, sets of users that commonly use a system, or inactive users."
6020,G0082,APT38,group,uses,T1529,System Shutdown/Reboot,technique,"APT38 has used a custom MBR wiper named BOOTWRECK, which will initiate a system reboot after wiping the victim's MBR."
3851,G0082,APT38,group,uses,T1070.006,Timestomp,technique,APT38 has modified data timestamps to mimic files that are in the same folder on a compromised host.
8694,G0082,APT38,group,uses,T1588.002,Tool,technique,APT38 has obtained and used open-source tools such as Mimikatz.
2923,G0082,APT38,group,uses,T1565.002,Transmitted Data Manipulation,technique,APT38 has used DYEPACK to manipulate SWIFT messages en route to a printer.
14564,G0082,APT38,group,uses,T1059.005,Visual Basic,technique,APT38 has used VBScript to execute commands and other operational tasks.
3441,G0082,APT38,group,uses,T1071.001,Web Protocols,technique,"APT38 used a backdoor, QUICKRIDE, to communicate to the C2 server over HTTP and HTTPS."
1231,G0082,APT38,group,uses,T1505.003,Web Shell,technique,APT38 has used web shells for persistence or to ensure redundant access.
7289,G0082,APT38,group,uses,T1059.003,Windows Command Shell,technique,"APT38 has used a command-line tunneler, NACHOCHEESE, to give them shell access to a victim’s machine."
2807,G0082,APT38,group,uses,T1543.003,Windows Service,technique,APT38 has installed a new Windows service to establish persistence.
11780,G0087,APT39,group,uses,T1546.010,AppInit DLLs,technique,APT39 has used malware to set  LoadAppInit_DLLs in the Registry key  SOFTWARE\Microsoft\Windows NT\CurrentVersion\Windows in order to establish persistence.
6677,G0087,APT39,group,uses,T1560.001,Archive via Utility,technique,APT39 has used WinRAR and 7-Zip to compress an archive stolen data.
989,G0087,APT39,group,uses,T1197,BITS Jobs,technique,APT39 has used the BITS protocol to exfiltrate stolen data from a compromised host.
2131,G0087,APT39,group,uses,T1102.002,Bidirectional Communication,technique,APT39 has communicated with C2 through files uploaded to and downloaded from DropBox.
1437,G0087,APT39,group,uses,T1110,Brute Force,technique,APT39 has used Ncrack to reveal credentials.
4973,G0087,APT39,group,uses,T1115,Clipboard Data,technique,APT39 has used tools capable of stealing contents of the clipboard.
7601,G0087,APT39,group,uses,T1553.006,Code Signing Policy Modification,technique,APT39 has used malware to turn off the  RequireSigned feature which ensures only signed DLLs can be run on Windows.
1772,G0087,APT39,group,uses,T1059,Command and Scripting Interpreter,technique,APT39 has utilized AutoIt and custom scripts to perform internal reconnaissance.
1650,G0087,APT39,group,uses,T1555,Credentials from Password Stores,technique,APT39 has used the Smartftp Password Decryptor tool to decrypt FTP passwords.
3142,G0087,APT39,group,uses,T1071.004,DNS,technique,APT39 has used remote access tools that leverage DNS in communications with C2.
12283,G0087,APT39,group,uses,T1005,Data from Local System,technique,APT39 has used various tools to steal files from the compromised host.
1560,G0087,APT39,group,uses,T1140,Deobfuscate/Decode Files or Information,technique,APT39 has used malware to decrypt encrypted CAB files.
2554,G0087,APT39,group,uses,T1041,Exfiltration Over C2 Channel,technique,APT39 has exfiltrated stolen victim data through C2 communications.
15889,G0087,APT39,group,uses,T1190,Exploit Public-Facing Application,technique,APT39 has used SQL injection for initial compromise.
12486,G0087,APT39,group,uses,T1090.002,External Proxy,technique,APT39 has used various tools to proxy C2 communications.
1304,G0087,APT39,group,uses,T1070.004,File Deletion,technique,APT39 has used malware to delete files after they are deployed on a compromised host.
14411,G0087,APT39,group,uses,T1083,File and Directory Discovery,technique,APT39 has used tools with the ability to search for files on a compromised host.
7313,G0087,APT39,group,uses,T1105,Ingress Tool Transfer,technique,APT39 has downloaded tools to compromised hosts.
1732,G0087,APT39,group,uses,T1056,Input Capture,technique,APT39 has utilized tools to capture mouse movements.
8639,G0087,APT39,group,uses,T1090.001,Internal Proxy,technique,APT39 used custom tools to create SOCK5 and custom protocol proxies between infected hosts.
5165,G0087,APT39,group,uses,T1056.001,Keylogging,technique,APT39 has used tools for capturing keystrokes.
3465,G0087,APT39,group,uses,T1003.001,LSASS Memory,technique,"APT39 has used Mimikatz, Windows Credential Editor and ProcDump to dump credentials."
13012,G0087,APT39,group,uses,T1136.001,Local Account,technique,APT39 has created accounts on multiple compromised hosts to perform actions within the network.
2996,G0087,APT39,group,uses,T1074.001,Local Data Staging,technique,APT39 has utilized tools to aggregate data prior to exfiltration.
13491,G0087,APT39,group,uses,T1204.002,Malicious File,technique,APT39 has sent spearphishing emails in an attempt to lure users to click on a malicious attachment.
13656,G0087,APT39,group,uses,T1204.001,Malicious Link,technique,APT39 has sent spearphishing emails in an attempt to lure users to click on a malicious link.
4552,G0087,APT39,group,uses,T1036.005,Match Legitimate Name or Location,technique,"APT39 has used malware disguised as Mozilla Firefox and a tool named mfevtpse.exe to proxy C2 communications, closely mimicking a legitimate McAfee file mfevtps.exe."
4224,G0087,APT39,group,uses,T1046,Network Service Discovery,technique,APT39 has used CrackMapExec and a custom port scanner known as BLUETORCH for network scanning.
9309,G0087,APT39,group,uses,T1135,Network Share Discovery,technique,APT39 has used the post exploitation tool CrackMapExec to enumerate network shares.
6647,G0087,APT39,group,uses,T1003,OS Credential Dumping,technique,APT39 has used different versions of Mimikatz to obtain credentials.
170,G0087,APT39,group,uses,T1027,Obfuscated Files or Information,technique,APT39 has used malware to drop encrypted CAB files.
10244,G0087,APT39,group,uses,T1059.001,PowerShell,technique,APT39 has used PowerShell to execute malicious code.
2929,G0087,APT39,group,uses,T1059.006,Python,technique,APT39 has used a command line utility and a network scanner written in python.
